word,count
angelegt,2573
gewähren,2572
gewaltige,2567
vierten,2565
beträgt,2563
älteste,2560
wichtigkeit,2559
besitzer,2558
süßen,2558
eingeführt,2554
wissenschaftlichen,2554
unterstützung,2553
kreisen,2552
beschränkt,2551
sagst,2551
jahr,2550
entsprechend,2548
verwaltung,2547
wänden,2547
eingerichtet,2543
schweden,2539
glückliche,2538
gerufen,2537
gestehen,2536
genügt,2535
angesicht,2531
verwirrung,2531
besucht,2530
herstellung,2530
vereinigung,2528
wählen,2523
preußischen,2519
gewachsen,2513
zeug,2512
jährlich,2511
verfassung,2511
zweier,2511
schlosse,2508
verkaufen,2506
überzeugen,2505
platze,2504
verschlossen,2502
umfang,2500
ausgezeichnet,2499
berufen,2499
angaben,2494
reiten,2489
berühmte,2488
erfolgt,2486
erfreut,2486
wüßte,2486
ausdehnung,2482
spiele,2480
gewährt,2476
schauspiel,2476
pläne,2473
träger,2471
persönlichen,2470
zustände,2467
gearbeitet,2466
befreit,2465
gebrauchen,2460
erfindung,2458
schlich,2458
buchstaben,2451
erfolge,2449
einigermaßen,2448
erwiesen,2446
legten,2446
aufgehoben,2444
vorgänge,2442
wirkte,2440
wirkungen,2435
betragen,2433
auffallend,2432
höhle,2432
befriedigung,2431
kutscher,2428
amerikanischen,2427
zurückgekehrt,2427
packte,2426
provinzen,2426
dichtung,2424
schweiz,2422
einzelheiten,2419
ausbildung,2418
erwiederte,2418
trafen,2413
beobachtete,2412
begleiter,2408
drückt,2398
lächerlich,2396
vorwurf,2395
beweise,2394
russische,2392
erreichten,2389
folgendes,2388
blüte,2383
glaubst,2382
einzeln,2372
öffentliche,2370
übertragen,2369
sitze,2364
erzählungen,2361
gegenseitig,2361
lebten,2359
benutzen,2358
gattung,2358
versteckt,2355
bereiten,2353
entdeckte,2351
drohte,2350
gewißheit,2350
errichtet,2349
papst,2348
indischen,2346
unterhalten,2345
rückte,2341
geschenkt,2339
unglückliche,2336
güter,2331
entfernen,2328
erleben,2327
erstes,2327
anerkennung,2326
falsche,2324
müßt,2323
zugrunde,2319
falschen,2318
mitteln,2318
würdig,2318
schätze,2314
vernichtet,2314
regelmäßig,2312
ausgesetzt,2311
gemeinschaft,2311
erschreckt,2310
vorgenommen,2310
gefolgt,2308
beiseite,2306
entfernte,2306
einführung,2305
äußern,2304
größerer,2304
eingetreten,2301
letzter,2301
töten,2301
stellten,2289
fassung,2288
zärtlich,2288
wißt,2287
bemüht,2285
erhielten,2285
behauptete,2283
gewinn,2283
drauf,2281
gegessen,2279
weißer,2276
moralischen,2275
stürzen,2271
aufgaben,2270
äußersten,2269
schuß,2269
abenteür,2268
gewaltig,2268
zeichnung,2265
zurückkehren,2264
viertelstunde,2263
anteil,2262
liefert,2262
österreich,2257
frühere,2256
fleißig,2254
mündung,2254
herausgegeben,2253
besitze,2251
nördlichen,2249
erstere,2246
italienischen,2246
getrunken,2242
verpflichtet,2242
bedeutenden,2240
rettung,2239
nachbar,2238
botschaft,2236
geschmückt,2236
schießen,2234
erbaut,2233
gerührt,2232
heiterkeit,2229
führung,2228
gebildeten,2228
erlaubnis,2223
geschlossenen,2223
behauptung,2222
schätzen,2220
gesetzen,2219
schuhe,2213
zähnen,2212
stammt,2211
schwierigkeit,2208
genügend,2204
besuche,2199
aufwärts,2196
aß,2195
vorgang,2191
bestimmtheit,2190
gegründet,2190
hübschen,2190
senkte,2190
wendung,2188
rührte,2187
veränderungen,2187
fähigkeit,2182
bahnhof,2178
verliert,2173
vergleichen,2172
angefangen,2171
seligkeit,2168
verwunderung,2168
kuß,2163
leuchtete,2162
prüfung,2162
begleitete,2159
gemach,2159
kennst,2158
öffentlich,2155
türken (the verb),2154
unterscheidet,2154
säulen,2153
einleitung,2151
abschnitt,2148
teilnahme,2147
rührt,2145
schädel,2143
vierte,2141
nachfolger,2138
teilte,2137
ergibt,2136
ersetzt,2136
aufnehmen,2135
vorhang,2134
einzelner,2132
gehalt,2132
gedruckt,2131
äußerlich,2130
teilweise,2125
bewahren,2124
venedig,2122
tüchtig,2121
rufe,2120
einiges,2117
ausgeschlossen,2116
ließe,2116
genügen,2115
einerseits,2114
griechische,2110
kaufleute,2108
befehle,2107
schöpfung,2105
empfang,2097
gleichwohl,2096
nachdenklich,2096
richtungen,2096
zählte,2096
gelöst,2091
geistliche,2089
ernstlich,2086
erhaltung,2084
übergeben,2081
vernehmen,2081
befindlichen,2080
hintergrund,2078
vorhandenen,2078
mehrzahl,2070
beziehen,2069
aufl,2068
unschuld,2066
schlage,2065
gründlich,2062
greifen,2061
bekanntlich,2059
möcht,2055
persönliche,2053
nachkommen,2052
ersteren,2050
gesammelt,2050
chinesischen,2049
gekauft,2048
merkwürdige,2048
spielten,2048
preise,2045
verehrung,2042
schweiß,2037
gemein,2035
lügen,2033
zuschaür,2033
leistungen,2032
aufrichtig,2028
ohnehin,2028
sohne,2025
beschäftigte,2024
frühjahr,2024
deutlicher,2017
lautet,2015
gewand,2014
stoß,2014
beweist,2012
abwesenheit,2011
braun,2008
pfad,2006
schauspieler,2006
berührte,2000
sätze,2000
gewinnt,1999
stiefel,1997
frühe,1996
gefängnis,1994
frühen,1991
gehörten,1991
herrscher,1991
gespannt,1987
vorzugsweise,1986
entsetzlich,1985
medizin,1984
mitglied,1983
westlichen,1980
gebieten,1979
ursprünglichen,1979
gesichte,1977
glücklicher,1977
trieben,1977
unterworfen,1974
gehörig,1972
fesseln,1971
absichten,1970
verbrecher,1970
richtet,1969
ähnliches,1968
anhänger,1968
gelehrte,1968
löste,1968
wissenschaftliche,1968
stückchen,1966
folglich,1964
kämpfe,1956
stücken,1956
veranlaßt,1955
aufstand,1954
dankte,1954
silbernen,1954
aufhören,1952
bestehenden,1950
erwähnte,1949
bedeckte,1945
zählen,1944
besorgen,1940
keinerlei,1931
ausdrücklich,1930
erweisen,1930
mannschaft,1930
brauch,1929
geschenke,1928
unbekannte,1928
gestützt,1927
begleitung,1926
beschrieben,1924
zweifeln,1923
einrichtungen,1922
gemeine,1922
erfolgte,1921
weißes,1921
fünfzehn,1920
zuge,1919
gehoben,1917
ähnlicher,1915
gewagt,1915
verbreitung,1915
angegeben,1914
schenkte,1912
abhängig,1910
südlich,1910
häuschen,1909
gefolge,1908
anordnung,1906
bestätigt,1902
untergang,1902
ergebnis,1901
öffnet,1900
voraussetzung,1900
iwanowitsch,1894
rannte,1894
verliebt,1893
beschäftigen,1888
gefährten,1887
abgrund,1885
vorbereitet,1884
wütend,1884
entfernten,1881
ausdrücken,1880
exzellenz,1879
zärtlichkeit,1879
üben,1878
zeichnen,1878
unabhängig,1877
verhältniß,1877
vertrag,1875
ausbruch,1874
untereinander,1874
malerei,1871
steilen,1871
aufgegeben,1870
jederzeit,1864
jahrhunderten,1862
gesandten,1861
ausgaben,1860
zweigen,1860
ähnlichkeit,1859
prächtigen,1859
äußerte,1857
befriedigt,1857
hinsichtlich,1853
eintrat,1849
schläft,1849
verzeihung,1849
kühn,1848
religiöse,1846
laub,1845
nachdenken,1844
erstens,1842
faßt,1841
schulen,1841
stehende,1840
zweitens,1837
fortsetzung,1836
wahrnehmung,1835
entsetzt,1833
ernsthaft,1831
häufiger,1830
einfluss,1829
betrieb,1828
gesehn,1828
königliche,1827
verwenden,1826
moralische,1823
paßt,1821
sittlichen,1820
katholischen,1816
zusammensetzung,1814
stoßen,1807
schreibtisch,1805
opfern,1804
erschüttert,1801
bürgermeister,1798
gewehr,1798
mühle,1797
angesichts,1794
beliebt,1793
deutete,1793
gesamten,1793
verließen,1793
gefühlt,1792
knien,1792
ehemaligen,1791
bände,1790
darfst,1789
würdest,1787
gebt,1784
schwebte,1783
nannten,1782
übernehmen,1781
schmerzlich,1778
einladung,1777
gespräche,1776
überwinden,1776
sieger,1775
ebenen,1771
stimmte,1771
autorität,1770
vorgestellt,1770
häuptling,1768
verletzt,1768
erwerben,1764
letzterer,1764
unterschiede,1764
untersuchen,1764
begründet,1759
unterstützt,1759
kannten,1758
nützlich,1756
präsident,1750
verbrannt,1750
stürzt,1746
verhältnismäßig,1744
verwundet,1744
wohnungen,1744
kühle,1739
östlichen,1739
erwähnen,1737
aufklärung,1735
fühlten,1735
teür,1733
hausfrau,1732
unternehmungen,1732
wäsche,1732
leiten,1731
verfolgte,1731
gesteckt,1729
hiermit,1729
angenehme,1728
jüngsten,1726
spreche,1725
setze,1723
trüben,1723
zeuge,1721
absichtlich,1719
benutzte,1719
gedrückt,1718
gefährlichen,1718
herkunft,1717
künftigen,1716
entziehen,1715
liegende,1714
füllte,1713
durchmesser,1712
einwirkung,1711
mächtiger,1711
preßte,1711
zuviel,1710
einfacher,1709
mahlzeit,1709
vorwürfe,1709
ersetzen,1708
gleichmäßig,1707
mißtraün,1707
einverstanden,1700
mehrfach,1700
begrüßte,1699
seitwärts,1699
verbreitete,1698
wesentliche,1698
worüber,1698
vermutlich,1697
erzogen,1695
nördlich,1695
spanische,1693
abwechselnd,1690
ergreifen,1690
hierüber,1690
tore,1690
vernichtung,1690
irgendeine,1688
vornehme,1687
bedaürn,1686
geheimnisse,1682
realität,1681
übersehen,1681
aufzunehmen,1680
mitteilung,1680
übers,1680
tapfer,1679
darstellt,1677
rollte,1676
verständlich,1676
nahezu,1674
deutsches,1672
jahreszeit,1672
gleichgewicht,1670
eingenommen,1667
kräftige,1667
fleiß,1666
vorfahren,1664
breiter,1663
gestört,1663
spätere,1663
unterrichtet,1663
flusses,1662
größter,1660
wofür,1660
ausgenommen,1659
schüchtern,1658
verwandtschaft,1658
frankreichs,1657
punkten,1654
schwefelsäure,1654
entgehen,1653
mögliche,1651
gleicht,1650
kehrten,1648
reißt,1648
wechseln,1648
angehörigen,1645
einerlei,1645
nachbarschaft,1645
überwunden,1645
ansprüche,1643
dreht,1643
arbeitet,1642
aufgeregt,1642
verbündeten,1642
anerkannt,1638
besatzung,1636
eingeschlossen,1636
erfaßt,1636
plätze,1636
übersetzung,1635
ehemals,1634
heutzutage,1632
türkischen,1627
vorkommt,1627
eindrücke,1626
vorgekommen,1626
ersatz,1624
geltung,1624
hoffentlich,1624
überflüssig,1623
drücken,1622
Gesetzes,1622
gesichtern,1622
lieblich,1621
steil,1620
übersetzt,1619
vorbereitungen,1619
bedeutete,1618
herrschaften,1618
stürzten,1617
einig,1616
letztes,1613
einfall,1611
erzeugen,1611
fliehen,1610
vergeben,1610
aufgeben,1609
gesamte,1609
entsprechen,1608
flusse,1608
lateinischen,1608
gleichem,1605
gewandt,1603
höchster,1603
vorzug,1602
künstlerischen,1601
stehend,1600
wanderung,1600
beamte,1599
auskunft,1597
beruhigt,1597
leistung,1597
grüßte,1596
stimmt,1593
befehlen,1590
nötigen,1589
umgegend,1588
flügeln,1587
überzeugung,1587
äußerste,1586
geschwister,1586
prächtige,1586
gezeichnet,1585
besinnen,1584
unterhalb,1584
lebensweise,1582
machst,1581
zeichnungen,1580
oberhalb,1578
viertel,1578
erschlagen,1577
angestellt,1576
vorschein,1576
schlusse,1575
schöpfer,1575
betrieben,1573
zurückzukehren,1570
daürt,1569
kühnen,1569
gläser,1567
behörden,1565
nehmt,1565
stößt,1565
steürn,1560
drittes,1559
berühmt,1558
denkst,1558
wächter,1555
anzug,1554
dummheit,1554
eingeladen,1554
sprecher,1551
französisch,1550
ungewöhnlich,1550
bewusstsein,1549
aufgeführt,1548
erlaubte,1548
kaufte,1548
erlösung,1546
fahrzeug,1546
gründung,1546
entsprechenden,1544
vornherein,1544
ernte,1543
verschwindet,1542
arbeitern,1541
zustimmung,1541
organischen,1540
zählt,1540
kartoffeln,1536
verfolgung,1536
achseln,1535
geschlechts,1534
küsten,1534
vollkommenheit,1533
angenehmen,1531
geschwind,1531
abschluß,1530
gefühlen,1530
bewohnt,1529
entgegengesetzten,1529
holländischen,1528
infolgedessen,1526
anstalten,1525
dauern,1524
empfehlen,1524
erhebung,1524
schnelligkeit,1524
übergang,1524
übernommen,1523
überraschung,1520
gedeihen,1518
gestiegen,1517
schlossen,1517
englisch,1516
erfolgen,1516
wahrer,1516
entschuldigung,1512
gespenst,1512
verhält,1512
grüßen,1511
braün,1509
wirtin,1507
wirtschaft,1507
zögernd,1507
könntest,1506
vollständige,1505
kolonien,1504
aufeinander,1503
merkwürdigen,1502
hierdurch,1501
verächtlich,1501
darstellungen,1500
löffel,1499
überlegte,1499
verrückt,1499
berichtete,1498
bezeichnete,1497
zumeist,1496
erhöht,1495
unterredung,1494
sitzend,1493
letzteres,1492
gefährliche,1489
geschöpfe,1489
schwimmen,1487
geschicklichkeit,1485
kürzlich,1485
abgeschlossen,1483
jüdischen,1483
triebe,1483
paß,1482
denkmal,1478
mitteilungen,1476
zweig,1476
daürnd,1474
säure,1473
ausgehen,1472
hölzernen,1472
gehüllt,1471
fähigkeiten,1470
nächtlichen,1469
amerikanische,1468
genötigt,1467
lernt,1467
eröffnet,1466
frischer,1463
tiefes,1463
schämte,1462
betrübt,1461
solltest,1460
zugeben,1459
aufgehört,1458
sicherer,1457
berechnet,1456
kanzler,1456
übernahm,1454
prächtig,1453
leichnam,1452
silbern,1450
bezeichneten,1447
haupte,1447
wahres,1446
verstehst,1445
bezieht,1444
angehört,1443
zwecken,1443
geschossen,1442
steh,1442
fischen,1441
künstlich,1440
sicheren,1440
leuchtet,1438
unerträglich,1437
fragten,1435
heutige,1435
unbewußt,1435
prüfen,1434
vornehmlich,1433
einbildungskraft,1431
gefangene,1430
flüsse,1426
geschlafen,1426
grundsatz,1426
aushalten,1425
bestimmter,1425
sittliche,1425
sänger,1424
leichtigkeit,1422
üblichen,1422
zuversicht,1422
zuflucht,1421
gewünscht,1419
gewahrte,1418
sinnlichen,1417
aufgelöst,1416
bereitet,1415
prinzipien,1415
unterm,1414
begründung,1413
gefecht,1413
erwecken,1412
militärischen,1410
zufriedenheit,1410
verläßt,1409
bleib,1408
geschützt,1408
beraubt,1404
erleichtert,1404
ernannt,1404
gesandt,1404
tanzte,1404
wohnten,1403
seitens,1402
drein,1401
zahlreich,1401
abgeschnitten,1400
büchse,1399
schüssel,1399
beiträge,1396
zerstörung,1396
ursprüngliche,1395
fließt,1394
mächte,1393
früherer,1391
gewollt,1390
verurteilt,1389
auszusprechen,1388
ausweg,1387
germanischen,1387
stützte,1387
beleuchtung,1386
sinnlichkeit,1386
aufsicht,1385
rührung,1385
überein,1383
gehör,1382
hervorgerufen,1380
stöhnte,1380
mitgeteilt,1378
österreichischen,1375
gewartet,1374
stießen,1374
erzählten,1373
unzählige,1373
völlige,1373
englischer,1372
berechnung,1367
komödie,1367
qualität,1367
eigentümliche,1366
deuten,1364
fußboden,1364
rittmeister,1364
fügen,1363
meinten,1362
lichtes,1361
bezüglich,1360
verteilt,1360
mitgliedern,1359
wirksamkeit,1357
auswahl,1356
säule,1356
vermöge,1356
wolltest,1355
eigentümlich,1351
entsprechende,1351
untersucht,1348
wehten,1348
urteilen,1347
aufforderung,1346
aufstehen,1345
fürchtet,1345
geschnitten,1345
ausführlich,1343
irgendeinem,1343
gehöre,1342
leidenschaftlich,1342
türkei,1342
empfindet,1340
umfaßt,1339
sächsischen,1338
liebenswürdig,1336
vorgehen,1335
brauchst,1332
erklärten,1332
weiterhin,1332
fortgesetzt,1328
preußische,1328
regungslos,1328
verteidigung,1327
aufzusuchen,1326
gefeiert,1326
günstige,1324
vorausgesetzt,1324
enttäuschung,1323
passiert,1321
stützen,1321
täuschen,1321
womöglich,1318
widerstehen,1317
abgenommen,1316
ansehung,1315
täuschung,1315
erfährt,1314
folgender,1314
geübt,1314
ausgedrückt,1313
gewerbe,1310
landschaften,1310
schlechtes,1310
fahrzeuge,1309
interessiert,1308
verbrennen,1308
geteilt,1306
stütze,1306
zurückgezogen,1305
bleichen,1304
vorne,1304
zweifelhaft,1304
bestätigte,1303
wahrscheinlichkeit,1303
chinesische,1301
geordnet,1300
verweilen,1300
aufbewahrt,1296
geträumt,1294
vorteile,1294
zeichnete,1294
zuhörer,1294
zusammengesetzt,1293
zweihundert,1292
künstlers,1291
mussten,1291
sitzung,1291
vereint,1291
vornehm,1291
französischer,1289
erwarteten,1288
angeführt,1287
unterstützen,1287
werkzeug,1287
siegel,1286
laube,1285
rieb,1285
erhitzt,1284
gleichheit,1284
vorzüge,1284
verkauf,1283
geschäften,1282
gestaltet,1280
gestürzt,1280
begrüßt,1279
entschließen,1279
gemeinden,1279
tapferkeit,1279
erlebnisse,1278
früchten,1277
gelaufen,1277
meinungen,1277
müdigkeit,1277
wählte,1276
abseits,1275
bearbeitung,1275
begrüßen,1275
schnelle,1274
gewohnten,1273
gleichgültigkeit,1273
grüße,1273
stühle,1273
möglichkeiten,1272
festigkeit,1270
zurückkehrte,1270
übergehen,1269
öffnung,1268
schreiten,1268
unfähig,1268
hintergrunde,1267
weißem,1264
preisen,1263
leuchteten,1262
schräg,1261
westlich,1261
schwebt,1260
ungleich,1260
zusatz,1260
fünften,1259
gegentheil,1259
vermehrung,1259
gesorgt,1258
versagt,1258
erkannten,1257
erzähle,1257
richtigkeit,1257
vereine,1257
italienische,1256
vollkommene,1253
wirtschaftlichen,1253
aufruhr,1252
gefäß,1252
beseitigt,1251
drittel,1251
kämpfte,1251
löcher,1249
ohnmächtig,1249
versetzen,1249
versuchten,1249
durchlaucht,1245
leichtes,1245
gestaltung,1243
gewahr,1243
mechanisch,1243
fahre,1242
unterschrift,1242
erschrecken,1241
glücklicherweise,1241
aufsatz,1240
gefehlt,1240
fürchterlich,1239
besinnung,1237
tüchtige,1237
identität,1236
störung,1236
seinerseits,1235
bedeutender,1234
gänge,1234
unsichtbar,1234
weckte,1234
sichtlich,1232
aufgestanden,1231
hieher,1231
schutze,1231
technischen,1229
gesichert,1225
unordnung,1224
gerücht,1223
versicherung,1223
neürer,1222
hieb,1221
schweben,1221
vorbereitung,1217
künstliche,1216
einfachheit,1215
erweckt,1215
erhaltenen,1214
vögeln,1214
besiegt,1213
letztern,1213
feuchtigkeit,1212
belebt,1211
gewidmet,1211
maßregeln,1208
physik,1208
anderthalb,1207
scheitel,1207
erwähnung,1205
geheimnisvolle,1205
eingehen,1204
mannigfaltigkeit,1204
gewaltiger,1202
unsichtbaren,1201
künstlerische,1200
engländern,1199
erlebnis,1198
geweckt,1198
schweizer,1198
üblich,1197
vielem,1197
dänemark,1196
höhlen,1196
bedenklich,1194
brannten,1194
angehören,1193
unweit,1193
gefühls,1192
rechenschaft,1192
branntwein,1191
höherer,1191
vergißt,1190
fügt,1189
unterdrücken,1189
steür,1188
ausdrücke,1186
betrachteten,1186
überschritten,1186
gebrauche,1185
liebenden,1185
süßer,1185
heißer,1184
kohlensäure,1184
zahllosen,1184
baute,1183
beschluß,1183
bestimmtes,1183
rechtzeitig,1183
durchschnitt,1182
kleinigkeit,1182
vertrieben,1182
vereins,1181
bleiche,1180
beruhigte,1179
präsidenten,1179
verleihen,1179
teilt,1178
einsehen,1177
gleichviel,1177
nachdruck,1176
arbeiteten,1174
annäherung,1173
aufhalten,1173
besaßen,1173
beschaffen,1173
geheftet,1173
eigentümlichen,1172
gewässer,1172
übereinstimmung,1171
ausführen,1170
übung,1170
porträt,1169
steinernen,1168
strauß,1168
hübsches,1167
aufsehen,1166
halbinsel,1166
ihrerseits,1166
korrigiert,1166
zögerte,1166
folgend,1165
entsetzliche,1164
mitnehmen,1164
studierte,1164
rauchen,1162
erweitert,1161
geschütze,1161
hilf,1161
vorhaben,1161
aussieht,1160
gefangenschaft,1160
ziehe,1160
lehrte,1159
verliehen,1159
selbständig,1158
entrüstung,1157
jünglinge,1157
nachgewiesen,1157
einw,1156
genüge,1156
überließ,1156
verknüpft,1156
unterhielt,1155
unzweifelhaft,1155
bestürzt,1154
festgehalten,1153
geschehn,1153
möbel,1153
zugegen,1153
polnischen,1152
zusammentreffen,1152
brüllte,1151